filepath,call_number,photographer,caption,year,month,state,city,county,longitude,latitude
media/fsac/1a34746v.jpg,LC-DIG-fsac-1a34746,Jack Delano,"West bound Santa Fe R.R. freight train stopping for water, Tolar, N[ew] Mex[ico]",1943,3,New Mexico,Tolar,Roosevelt County,-103.9316331,34.4509031
media/fsac/1a35299v.jpg,LC-DIG-fsac-1a35299,Alfred T. Palmer,"Sheet metal parts are numbered with this pneumatic numbering machine in North American&#39;s sheet metal department, N[orth] A[merican] Aviation, Inc., Inglewood, Calif.",1942,10,California,Inglewood,Los County,-118.3531311,33.9616801
media/fsac/1a35225v.jpg,LC-DIG-fsac-1a35225,Alfred T. Palmer,"Tank crew standing in front of M-4 tank, Ft. Knox, Ky.",1942,6,Kentucky,Fort Knox,Hardin County,-85.963629,37.891129
media/fsac/1a34880v.jpg,LC-DIG-fsac-1a34880,Howard R. Hollem,"&quot;Women in white&quot; doctor Navy planes (motors) at the Naval Air Base, Corpus Christi, Texas. Mildred Webb, an NYA trainee at the base, is learning to operate a cutting machine in the Assembly and Repair Department. After about eight weeks as an apprentice she will be eligible for a civil service job in the capacity for which she has been trained",1942,8,Texas,Corpus Christi,Nueces County,-97.396381,27.8005828
media/fsac/1a34825v.jpg,LC-DIG-fsac-1a34825,Jack Delano,"Loading coal into a lake freighter at the Pennsylvania Railroad docks, Sandusky, Ohio",1943,5,Ohio,Sandusky,Erie County,-82.7079605,41.4489397
media/fsac/1a34737v.jpg,LC-DIG-fsac-1a34737,Jack Delano,"Santa Fe R.R. west bound freight stopping for water, Melrose, N[ew] Mex[ico]",1943,3,New Mexico,Melrose,Curry County,-103.63246,34.4303525
media/fsac/1a35017v.jpg,LC-DIG-fsac-1a35017,Russell Lee,"Street corner, Dillon, Mont. Dillon is the trading center for a prosperous cattle and sheep country",1942,8,Montana,Dillon,Beaverhead County,-112.63752,45.2163106
media/fsac/1a34116v.jpg,LC-DIG-fsac-1a34116,Russell Lee,"Fruit wagon at the Pie Town, New Mexico Fair. There is no fruit grown in this section and the people depend on outside truckers to bring it in",1940,10,New Mexico,Pie Town,Catron County,-108.1347836,34.2983884
media/fsac/1a34535v.jpg,LC-DIG-fsac-1a34535,John Collier,"Front view of the Pan American Union, Washington, D.C.",1943,5,District of Columbia,Washington (DC),US.DC.001,-77.0002539,38.9170559
media/fsac/1a33883v.jpg,LC-DIG-fsac-1a33883,Jack Delano,"Sawmill at the Greensboro Lumber Co., Greensboro, Ga.",1941,6,Georgia,Greensboro,Greene County,-83.1823789,33.5756831
media/fsac/1a35322v.jpg,LC-DIG-fsac-1a35322,Alfred T. Palmer,"P-51 (&quot;Mustang&quot;) fighter planes being prepared for test flight at the field of the North American Aviation, Inc., plant in Inglewood, Calif.",1942,10,California,Inglewood,Los County,-118.3531311,33.9616801
media/fsac/1a34391v.jpg,LC-DIG-fsac-1a34391,Marion Post Wolcott,"Mountaineers and farmers trading mules and horses on &quot;Jockey St.,&quot; near the Court House, Campton, Wolfe County, Ky.",1940,9,Kentucky,Campton,Wolfe County,-83.547409,37.7342526
media/fsac/1a34911v.jpg,LC-DIG-fsac-1a34911,Howard R. Hollem,"Working on a plane at the Naval Air Base, Corpus Christi, Texas",1942,8,Texas,Corpus Christi,Nueces County,-97.396381,27.8005828
media/fsac/1a55005v.jpg,LC-DIG-fsac-1a55005,Arthur Rothstein,"Guide at Little Norway, Blue Mounds, Wis.",1942,8,Wisconsin,Blue Mounds,Dane County,-89.8323454,43.0174968
media/fsac/1a35220v.jpg,LC-DIG-fsac-1a35220,Alfred T. Palmer,"M-3 tanks in action, Ft. Knox, Ky.",1942,6,Kentucky,Fort Knox,Hardin County,-85.963629,37.891129
media/fsac/1a34383v.jpg,LC-DIG-fsac-1a34383,Marion Post Wolcott,"Mountaineers and farmers trading mules and horses on &quot;Jockey St.,&quot; near the Court House, Campton, Wolfe County, Ky.",1940,9,Kentucky,Campton,Wolfe County,-83.547409,37.7342526
media/fsac/1a34157v.jpg,LC-DIG-fsac-1a34157,Russell Lee,"Tying a ribbon on a calf&#39;s tail was one of the feature attractions at the Pie Town, New Mexico Fair rodeo",1940,10,New Mexico,Pie Town,Catron County,-108.1347836,34.2983884
media/fsac/1a34686v.jpg,LC-DIG-fsac-1a34686,Jack Delano,"C &amp; NW RR, tank cars going over the hump at Proviso yard, Chicago, Ill.",1943,4,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a34386v.jpg,LC-DIG-fsac-1a34386,Marion Post Wolcott,"Mountaineers and farmers trading mules and horses on &quot;Jockey St.,&quot; near the Court House, Campton, Wolfe County, Ky.",1940,9,Kentucky,Campton,Wolfe County,-83.547409,37.7342526
media/fsac/1a34943v.jpg,LC-DIG-fsac-1a34943,Howard R. Hollem,"Mary Louise Stepan, 21, used to be a waitress. She has a brother in the air corps. She is working on transport parts in the hand mill, Consolidated Aircraft Corp., Fort Worth, Texas",1942,10,Texas,Fort Worth,Tarrant County,-97.3208496,32.725409
media/fsac/1a33877v.jpg,LC-DIG-fsac-1a33877,Jack Delano,"Chopping cotton on rented land near White Plains, Greene County, Ga.",1941,6,Georgia,White Plains,Greene County,-83.035429,33.4720779
media/fsac/1a34749v.jpg,LC-DIG-fsac-1a34749,Jack Delano,"Santa Fe R.R. going through Yucca, Arizona; a watering and refueling stop",1943,3,Arizona,Yucca,Mohave County,-114.1493965,34.8722287
media/fsac/1a34978v.jpg,LC-DIG-fsac-1a34978,Howard R. Hollem,"Enola O&#39;Connell, age 32, widow and mother of one child. Ex-housewife, now [she is the] only woman welder at Heil and Co., Milwaukee, Wisconsin",1943,2,Wisconsin,Milwaukee,Milwaukee County,-87.9064736,43.0389025
media/fsac/1a34760v.jpg,LC-DIG-fsac-1a34760,Jack Delano,"Freight train with two helper engines climbing the steep grade of Cajon Pass (westbound), Cajon, Calif.",1943,3,California,Cajon,San County,-116.9625269,32.7947731
media/fsac/1a34396v.jpg,LC-DIG-fsac-1a34396,Marion Post Wolcott,"Living quarters and &quot;juke joint&quot; for migratory workers, a slack season; Belle Glade, Fla.",1941,2,Florida,Belle Glade,Palm Beach,-80.6675577,26.6845104
media/fsac/1a34785v.jpg,LC-DIG-fsac-1a34785,Jack Delano,"General view of part of the South Water Street Illinois Central Railroad freight terminal, Chicago, Ill.",1943,4,Illinois,Chicago,Cook County,-87.6500523,41.850033
media/fsac/1a34955v.jpg,LC-DIG-fsac-1a34955,Howard R. Hollem,"Installing structural parts of a C-87 transport plane in the tunnel of a tail fuselage section at the Consolidated Aircraft Corporation plant, Fort Worth, Texas",1942,10,Texas,Fort Worth,Tarrant County,-97.3208496,32.725409
media/fsac/1a34262v.jpg,LC-DIG-fsac-1a34262,Arthur Rothstein,"Community clothesline, FSA ... camp, Robstown, Tex.",1942,1,Texas,Robstown,Nueces County,-97.6688843,27.7903032
media/fsac/1a35334v.jpg,LC-DIG-fsac-1a35334,Alfred T. Palmer,"Girl inspector confers with a worker as she makes a a careful check of center wings for C-47 transport planes, Douglas Aircraft Company, Long Beach, Calif.",1942,10,California,Long Beach,Los County,-118.1892348,33.7669623
media/fsac/1a35025v.jpg,LC-USW361-849,Russell Lee,"Scrap and salvage depot, Butte, Montana",1942,10,Montana,Butte,Silver County,-112.5347447,46.0038153
media/fsac/1a34574v.jpg,LC-DIG-fsac-1a34574,John Collier,"[A view looking northeast from the fire tower manned by Barbara Mortensen, a fire and airplane lookout on Pine Mountain, Gorham vicinity, N.H.]",1943,6,New Hampshire,Gorham,Coos County,-71.173131,44.3878391
media/fsac/1a34585v.jpg,LC-DIG-fsac-1a34585,Marjory Collins,"United Nations exhibit by OWI in Rockefeller Plaza, New York, N.Y. View of entrance from 5th Avenue",1943,3,New York,New York,New County,-74.0059729,40.7142691
media/fsac/1a34936v.jpg,LC-DIG-fsac-1a34936,Howard R. Hollem,"Transport plane takes off on test flight, Consolidated Aircraft Corp., Fort Worth, Texas",1942,10,Texas,Fort Worth,Tarrant County,-97.3208496,32.725409
media/fsac/1a33869v.jpg,LC-DIG-fsac-1a33869,Jack Delano,"Industrial town in Massachusetts, possibly New Bedford",1941,1,Massachusetts,New Bedford,Bristol County,-70.934205,41.6362152
media/fsac/1a33782v.jpg,LC-DIG-fsac-1a33782,John Collier,"Bean field under cultivation, Seabrook Farm, Bridgeton, N.J.",1942,6,New Jersey,Bridgeton,Cumberland County,-75.2340768,39.427337
media/fsac/1a35325v.jpg,LC-DIG-fsac-1a35325,Alfred T. Palmer,"The careful hands of women are trained in precise aircraft engine installation duties at Douglas Aircraft Company, Long Beach, Calif.",1942,10,California,Long Beach,Los County,-118.1892348,33.7669623
media/fsac/1a34839v.jpg,LC-DIG-fsac-1a34839,Jack Delano,"Pennsylvania R.R. [Railroad] ore docks, unloading iron ore from a lake freighter by means of &quot;Hulett&quot; unloaders, Cleveland, Ohio",1943,5,Ohio,Cleveland,Cuyahoga County,-81.6954088,41.4994954
media/fsac/1a35205v.jpg,LC-DIG-fsac-1a35205,Alfred T. Palmer,"Good man, good gun: a private of the armored forces does some practice shooting with a 30-calibre Browning machine gun, Fort Knox, Ky. The gun is mounted on a pedestal for anti-aircraft work",1942,6,Kentucky,Fort Knox,Hardin County,-85.963629,37.891129
media/fsac/1a34889v.jpg,LC-DIG-fsac-1a34889,Howard R. Hollem,"Mrs. Eloise J. Ellis, senior supervisor in the Assembly and Repairs Dept. of the Naval Air Base, talking with one of the men, Corpus Christi, Texas",1942,8,Texas,Corpus Christi,Nueces County,-97.396381,27.8005828
media/fsac/1a34332v.jpg,LC-DIG-fsac-1a34332,Marion Post Wolcott,"Negroes fishing in creek near cotton plantations outside Belzoni, Miss. Delta",1939,10,Mississippi,Belzoni,Humphreys County,-90.4892563,33.1842912
media/fsac/1a34394v.jpg,LC-DIG-fsac-1a34394,Marion Post Wolcott,"Negro migratory workers by a shack, Belle Glade, Fla.",1941,2,Florida,Belle Glade,Palm Beach,-80.6675577,26.6845104
media/fsac/1a34822v.jpg,LC-DIG-fsac-1a34822,Jack Delano,"Loading coal into a lake freighter at the Pennsylvania Railroad docks, Sandusky, Ohio",1943,5,Ohio,Sandusky,Erie County,-82.7079605,41.4489397
media/fsac/1a34612v.jpg,LC-DIG-fsac-1a34612,Jack Delano,"Working on a switch engine at the 40th Street shops of the C &amp; NW RR., Chicago, Ill.",1942,12,Illinois,Chicago,Cook County,-87.6500523,41.850033
media/fsac/1a34695v.jpg,LC-DIG-fsac-1a34695,Jack Delano,"Indiana Harbor Belt RR, switchman demonstrating signal with a &quot;fusee&quot; - used at twilight and dawn - when visibility is poor. This signal means &quot;stop.&quot; Calumet City, Ill.",1943,1,Illinois,Calumet City,Cook County,-87.5294871,41.6155909
media/fsac/1a34099v.jpg,LC-DIG-fsac-1a34099,Russell Lee,"Mrs. [Jim] Norris with homegrown cabbage, one of the many vegetables which the homesteaders grow in abundance, Pie Town, New Mexico",1940,10,New Mexico,Pie Town,Catron County,-108.1347836,34.2983884
media/fsac/1a34730v.jpg,LC-DIG-fsac-1a34730,Jack Delano,"Hammering out a draw bar on the steam drop hammer in the blacksmith shop, Santa Fe R.R. shops, Albuquerque, N[ew] Mex[ico)",1943,3,New Mexico,Albuquerque,Bernalillo County,-106.6511367,35.0844909
media/fsac/1a34546v.jpg,LC-DIG-fsac-1a34546,John Collier,"Civil Air Patrol Base, Bar Harbor, Maine",1943,6,Maine,Bar Harbor (Town),Hancock County,-68.2594596,44.3748015
media/fsac/1a34883v.jpg,LC-DIG-fsac-1a34883,Howard R. Hollem,"Bowen and Olsen, a riveter and her supervisor, in the Assembly and Repair Dept. at the Naval Air Base, Corpus Christi, Texas",1942,8,Texas,Corpus Christi,Nueces County,-97.396381,27.8005828
media/fsac/1a34598v.jpg,LC-DIG-fsac-1a34598,Jack Delano,"A worker in the roundhouse at the C &amp; NW RR., Proviso yard, Chicago, Ill.",1942,12,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a35221v.jpg,LC-DIG-fsac-1a35221,Alfred T. Palmer,"M-3 tanks in action, Ft. Knox., Ky.",1942,6,Kentucky,Fort Knox,Hardin County,-85.963629,37.891129
media/fsac/1a33879v.jpg,LC-DIG-fsac-1a33879,Jack Delano,"Chopping cotton on rented land, near White Plains, Greene County, Ga.",1941,6,Georgia,White Plains,Greene County,-83.035429,33.4720779
media/fsac/1a34604v.jpg,LC-DIG-fsac-1a34604,Jack Delano,Spreading asbestos mixture on boiler of a locomotive at the C &amp; NW RR 40th Street locomotive shops,1942,12,Illinois,Chicago,Cook County,-87.6500523,41.850033
media/fsac/1a35298v.jpg,LC-DIG-fsac-1a35298,Alfred T. Palmer,"Two women employees of North American Aviation, Incorporated, assembling a section of a wing for a P-51 fighter plane",1942,10,California,Inglewood,Los County,-118.3531311,33.9616801
media/fsac/1a34341v.jpg,LC-DIG-fsac-1a34341,Marion Post Wolcott,"Day laborers picking cotton near Clarksdale, Miss.",1939,11,Mississippi,Clarksdale,Coahoma County,-90.5709323,34.2001086
media/fsac/1a34684v.jpg,LC-DIG-fsac-1a34684,Jack Delano,"C &amp; NW RR, railroad workers cultivating a little Victory garden at Proviso yard, Chicago, Ill.",1943,4,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a35074v.jpg,LC-DIG-fsac-1a35074,Alfred T. Palmer,"Casting a billet from an electric furnace, Chase Brass and Copper Co., Euclid, Ohio. Modern electric furnaces have helped considerably in speeding the production of brass and other copper alloys for national defense. Here the molten metal is poured or cast from the tilted furnace into a mold to form a billet. The billet later is worked into rods, tubes, wires or special shapes for a variety of uses",1942,2,Ohio,Euclid,Cuyahoga County,-81.5267873,41.5931049
media/fsac/1a34346v.jpg,LC-DIG-fsac-1a34346,Marion Post Wolcott,"Day laborers picking cotton near Clarksdale, Miss.",1939,11,Mississippi,Clarksdale,Coahoma County,-90.5709323,34.2001086
media/fsac/1a35054v.jpg,LC-DIG-fsac-1a35054,Alfred T. Palmer,"Slag run-off from one of the open hearth furnaces of a steel mills, Republic Steel Corp., Youngstown, Ohio. Slag is drawn off the furnace just before the molten steel is poured into ladles for ingotting",1941,11,Ohio,Youngstown,Mahoning County,-80.6495194,41.0997803
media/fsac/1a34294v.jpg,LC-DIG-fsac-1a34294,Marion Post Wolcott,"A Negro church in a corn field, Manning, S.C.",1939,6,South Carolina,Manning,Clarendon County,-80.2109134,33.6951627
media/fsac/1a34149v.jpg,LC-DIG-fsac-1a34149,Russell Lee,"Team pulling a car out of the mud; the roads near Pie Town, New Mexico are not improved",1940,10,New Mexico,Pie Town,Catron County,-108.1347836,34.2983884
media/fsac/1a35382v.jpg,LC-DIG-fsac-1a35382,William M. Rittase,"The water stretching machine of an eastern parachute manufacturer stretches shroud lines so as to make them more adaptable to the finished product, Manchester, Conn.",1942,7,Connecticut,Manchester,Hartford County,-72.5214755,41.7759324
media/fsac/1a35442v.jpg,LC-DIG-fsac-1a35442,John Vachon,"Workers leaving Pennsylvania shipyards, Beaumont, Texas",1943,6,Texas,Beaumont,Jefferson County,-94.1018461,30.0860459
media/fsac/1a34620v.jpg,LC-DIG-fsac-1a34620,Jack Delano,"The yardmaster&#39;s office at the receiving yard, North Proviso(?), C &amp; NW RR, Chicago, Ill.",1942,12,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a34651v.jpg,LC-DIG-fsac-1a34651,Jack Delano,"View in a departure yard at C &amp; NW RR&#39;s Proviso (?) yard at twilight, Chicago, Ill.",1942,12,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a35297v.jpg,LC-DIG-fsac-1a35297,Alfred T. Palmer,"On North American&#39;s outdoor assembly line, employees rush a B-25 to completion, N[orth] A[merican] Aviation, Inglewood, Calif.",1942,10,California,Inglewood,Los County,-118.3531311,33.9616801
media/fsac/1a34814v.jpg,LC-DIG-fsac-1a34814,Jack Delano,"Cleaning an engine near the roundhouse, C. M. St. P. &amp; P. R.R., Bensenville, Ill.",1943,4,Illinois,Bensenville,DuPage County,-87.9400657,41.9550296
media/fsac/1a34713v.jpg,LC-DIG-fsac-1a34713,Jack Delano,"Santa Fe R.R. yards, Argentine, Kansas. Argentine yard is at Kansas City, Kansas",1943,3,Kansas,Kansas City,Jackson County,-94.5785667,39.0997266
media/fsac/1a34599v.jpg,LC-DIG-fsac-1a34599,Jack Delano,"A young worker at the C &amp; NW RR 40th Street shops, Chicago, Ill.",1942,12,Illinois,Chicago,Cook County,-87.6500523,41.850033
media/fsac/1a34144v.jpg,LC-DIG-fsac-1a34144,Russell Lee,"Grace was said before the barbeque was served at the Pie Town, New Mexico Fair",1940,10,New Mexico,Pie Town,Catron County,-108.1347836,34.2983884
media/fsac/1a33907v.jpg,LC-DIG-fsac-1a33907,Jack Delano,"Side shows at the Vermont state fair, Rutland",1941,9,Vermont,Rutland,Rutland County,-72.9726065,43.6106237
media/fsac/1a34602v.jpg,LC-DIG-fsac-1a34602,Jack Delano,A welder who works in the round-house at the Chicago and Northwestern Railroad&#39;s Proviso yard,1942,12,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a35433v.jpg,LC-DIG-fsac-1a35433,John Vachon,"Sulphur vat 60 feet high, Freeport Sulphur Co., Hoskins Mound, Texas",1943,5,Texas,Freeport,Brazoria County,-95.3596617,28.9541368
media/fsac/1a34137v.jpg,LC-DIG-fsac-1a34137,Russell Lee,"Cutting the pies and cakes at the barbeque dinner, Pie Town, New Mexico Fair",1940,10,New Mexico,Pie Town,Catron County,-108.1347836,34.2983884
media/fsac/1a33919v.jpg,LC-DIG-fsac-1a33919,Jack Delano,"Side shows at the Vermont state fair, Rutland",1941,9,Vermont,Rutland,Rutland County,-72.9726065,43.6106237
media/fsac/1a34284v.jpg,LC-DIG-fsac-1a34284,John Vachon,"Wisdom, Montana",1942,4,Montana,Wisdom,Beaverhead County,-113.4508925,45.6179788
media/fsac/1a34871v.jpg,LC-DIG-fsac-1a34871,Howard R. Hollem,"Working inside the nose of a PBY, Elmer J. Pace is learning the construction of Navy planes, Corpus Christi, Texas. As an NYA trainee at the Naval Air Base, he gets practical experience. After about eight weeks, he will go into civil service as a sheet metal worker",1942,8,Texas,Corpus Christi,Nueces County,-97.396381,27.8005828
media/fsac/1a34242v.jpg,LC-DIG-fsac-1a34242,Arthur Rothstein,"Instructor explaining the operation of a parachute to student pilots, Meacham field, Fort Worth, Tex.",1942,1,Texas,Fort Worth,Tarrant County,-97.3208496,32.725409
media/fsac/1a33835v.jpg,LC-DIG-fsac-1a33835,Jack Delano,"Farm auction, Derby, Conn.",1940,9,Connecticut,Derby,New County,-73.0889973,41.3206523
media/fsac/1a34374v.jpg,LC-DIG-fsac-1a34374,Marion Post Wolcott,"Burley tobacco is placed on sticks to wilt after cutting,before it is taken into the barn for drying and curing, on the Russell Spears&#39; farm, vicinity of Lexington, Ky.",1940,9,Kentucky,Lexington,Fayette County,-84.4777153,37.9886892
media/fsac/1a34662v.jpg,LC-DIG-fsac-1a34662,Jack Delano,"Tracks at Proviso yard of C &amp; NW RR, Chicago, Ill.",1943,4,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a34792v.jpg,LC-DIG-fsac-1a34792,Jack Delano,"Daniel Anastazia, blacksmith&#39;s helper at the roundhouse of the Rock Island R.R., Blue Island, Ill.",1943,4,Illinois,Blue Island,Cook County,-87.6800486,41.6572562
media/fsac/1a34663v.jpg,LC-DIG-fsac-1a34663,Jack Delano,"Tracks at C &amp; NW RR&#39;s Proviso yard, Chicago, Ill.",1943,4,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a34947v.jpg,LC-DIG-fsac-1a34947,Howard R. Hollem,"Installing an engine at the Consolidated Aircraft Corporation plant, Fort Worth, Texas",1942,10,Texas,Fort Worth,Tarrant County,-97.3208496,32.725409
media/fsac/1a34646v.jpg,LC-DIG-fsac-1a34646,Jack Delano,"The regular tracks of the South Yards, at C &amp; NW RR&#39;s Proviso (?) yard, Chicago, Ill.",1942,12,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a35052v.jpg,LC-DIG-fsac-1a35052,Alfred T. Palmer,"A scene in a steel mill, Republic Steel, Youngstown, Ohio. Molten iron is blown in an Eastern Bessemer converter to change it to steel for war essentials",1941,11,Ohio,Youngstown,Mahoning County,-80.6495194,41.0997803
media/fsac/1a34836v.jpg,LC-DIG-fsac-1a34836,Jack Delano,"Pennsylvania R.R. ore docks, unloading iron ore from a lake freighter by means of &quot;Hulett&quot; unloaders, Cleveland, Ohio",1943,5,Ohio,Cleveland,Cuyahoga County,-81.6954088,41.4994954
media/fsac/1a33832v.jpg,LC-DIG-fsac-1a33832,Jack Delano,"A square with old houses in an old fishing village, Stonington, Conn.",1940,11,Connecticut,Stonington (Town),New County,-71.8714605,41.4695433
media/fsac/1a35368v.jpg,LC-DIG-fsac-1a35368,Alfred T. Palmer,"Working on a &quot;Vengeance&quot; dive bomber, Vultee [Aircraft Inc.], Nashville, Tennessee",1943,2,Tennessee,Nashville,Davidson County,-86.7844432,36.1658899
media/fsac/1a35097v.jpg,LC-DIG-fsac-1a35097,Alfred T. Palmer,"A giant of the skyways poises for flight, Langley Field, Va. The four powerful engines of a YB-17 bomber are warmed up before a takeoff",1942,5,Virginia,Hampton,City Hampton,-76.3452218,37.0298687
media/fsac/1a34865v.jpg,LC-DIG-fsac-1a34865,Howard R. Hollem,"Coast Guardsman standing watch over 78-foot torpedo boat. Continual watch is kept. Higgins Industries, Inc., New Orleans, La.",1942,7,Louisiana,New Orleans,Orleans Parish,-90.075072,29.9546482
media/fsac/1a34895v.jpg,LC-DIG-fsac-1a34895,Howard R. Hollem,"He&#39;s like to use that gun on the Axis. After seven years in the Navy, J.D. Estes is considered an old sea salt by his mates at the Naval Air Base, Corpus Christi, Texas",1942,8,Texas,Corpus Christi,Nueces County,-97.396381,27.8005828
media/fsac/1a34925v.jpg,LC-DIG-fsac-1a34925,Howard R. Hollem,"Aviation cadet at the Naval Air Base, Corpus Christi, Texas",1942,8,Texas,Corpus Christi,Nueces County,-97.396381,27.8005828
media/fsac/1a34152v.jpg,LC-DIG-fsac-1a34152,Russell Lee,"School children singing, Pie Town, New Mexico",1940,10,New Mexico,Pie Town,Catron County,-108.1347836,34.2983884
media/fsac/1a34981v.jpg,LC-DIG-fsac-1a34981,Howard R. Hollem,"War production workers at the Heil Company making gasoline trailer tanks for the U.S. Army Air Corps., Milwaukee, Wisconsin. Mrs. Angeline Kwint, age 45, an ex-housewife, checking the tires of trailers. Her husband and son are in the U.S. Army",1943,2,Wisconsin,Milwaukee,Milwaukee County,-87.9064736,43.0389025
media/fsac/1a34748v.jpg,LC-DIG-fsac-1a34748,Jack Delano,"East bound track of the Santa Fe R.R. across desert country near South Chaves, N[ew] Mex[ico]",1943,3,New Mexico,South Chaves,McKinley County,-108.1520106,35.3883616
media/fsac/1a35079v.jpg,LC-DIG-fsac-1a35079,Alfred T. Palmer,"Section of the batch house at a plant of the Owens-Corning Fiberglas Corporation, Toledo, Ohio. In the bins are stored the raw materials for the batch from which fiberglass materials vital to the war effort are produced",1942,2,Ohio,Toledo,Lucas County,-83.555212,41.6639383
media/fsac/1a35356v.jpg,LC-DIG-fsac-1a35356,Alfred T. Palmer,"Women workers install fixtures and assemblies to a tail fuselage section of a B-17F bomber at the Douglas Aircraft Company, Long Beach, Calif. Better known as the &quot;Flying Fortress,&quot; the B-17F is a later model of the B-17 which distinguished itself in action in the South Pacific, over Germany and elsewhere. It is a long range, high altitude heavy bomber, with a crew of seven to nine men, and with armament sufficient to defend itself on daylight missions",1942,10,California,Long Beach,Los County,-118.1892348,33.7669623
media/fsac/1a34326v.jpg,LC-DIG-fsac-1a34326,Marion Post Wolcott,"Copper mining section between Ducktown and Copperhill], Tennessee. Fumes from smelting copper for sulfuric acid have destroyed all vegetation and eroded the land",1939,9,Tennessee,Ducktown,Polk County,-84.3827013,35.0359126
media/fsac/1a34667v.jpg,LC-DIG-fsac-1a34667,Jack Delano,"Sam Cell, working on the truck of a car at the rip tracks of C &amp; NW RR&#39;s Proviso yard, Chicago, Ill.",1943,4,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a34665v.jpg,LC-DIG-fsac-1a34665,Jack Delano,"Caboose on the caboose track at C &amp; NW RR&#39;s Proviso yard, Chicago, Ill.",1943,4,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a34154v.jpg,LC-DIG-fsac-1a34154,Russell Lee,"Initial pin souvenirs at the Pie Town, New Mexico Fair",1940,10,New Mexico,Pie Town,Catron County,-108.1347836,34.2983884
media/fsac/1a34139v.jpg,LC-DIG-fsac-1a34139,Russell Lee,"Harvesting new corn from the field of Jim Norris, Pie Town, New Mexico",1940,10,New Mexico,Pie Town,Catron County,-108.1347836,34.2983884
media/fsac/1a35355v.jpg,LC-DIG-fsac-1a35355,Alfred T. Palmer,"Woman machinist, Douglas Aircraft Company, Long Beach, Calif.",1942,10,California,Long Beach,Los County,-118.1892348,33.7669623
media/fsac/1a34757v.jpg,LC-DIG-fsac-1a34757,Jack Delano,"Flagman standing at a distance behind a Santa Fe R.R. west bound freight train during a stop, Bagdad, Calif.",1943,3,California,Bagdad,San County,-115.8755563,34.5827704
media/fsac/1a35236v.jpg,LC-DIG-fsac-1a35236,Alfred T. Palmer,"Maintenance man at the Combustion Engineering Co. working at the largest cold steel hydraulic press in the world, Chattanooga, Tenn. This press can shape steel plates several inches in thickness",1942,6,Tennessee,Chattanooga,Hamilton County,-85.3096801,35.0456297
media/fsac/1a35188v.jpg,LC-DIG-fsac-1a35188,Alfred T. Palmer,"High above, over a true &quot;home of the brave,&quot; the floating folds of the Star Spangled Banner symbolize the American way of life to soldiers in training for the battles that will bring freedom to an unhappy, wartorn world, Fort Knox, Ky.",1942,6,Kentucky,Fort Knox,Hardin County,-85.963629,37.891129
media/fsac/1a34372v.jpg,LC-DIG-fsac-1a34372,Marion Post Wolcott,"Taking burley tobacco in from the fields, after it has been cut to dry and cure in the barn, on the Russell Spears&#39; farm, vicinity of Lexington, Ky.",1940,9,Kentucky,Lexington,Fayette County,-84.4777153,37.9886892
media/fsac/1a35206v.jpg,LC-DIG-fsac-1a35206,Alfred T. Palmer,"Browning machine gunner, Ft. Knox, Ky.",1942,6,Kentucky,Fort Knox,Hardin County,-85.963629,37.891129
media/fsac/1a34826v.jpg,LC-DIG-fsac-1a34826,Jack Delano,"After the ore is weighed in the &quot;Hewlett&quot; [i.e. &quot;Hulett&quot;] machine it is dropped in the waiting hopper cars below; Pennsylvania R.R. iron ore docks, Cleveland, Ohio",1943,5,Ohio,Cleveland,Cuyahoga County,-81.6954088,41.4994954
media/fsac/1a34761v.jpg,LC-DIG-fsac-1a34761,Jack Delano,"Freight train going up Cajon Pass through the San Bernardino Mountains, Cajon, Calif.",1943,3,California,Cajon,San County,-116.9625269,32.7947731
media/fsac/1a35231v.jpg,LC-DIG-fsac-1a35231,Alfred T. Palmer,"Welder making boilers for a ship, Combustion Engineering Co., Chattanooga, Tenn.",1942,6,Tennessee,Chattanooga,Hamilton County,-85.3096801,35.0456297
media/fsac/1a34752v.jpg,LC-DIG-fsac-1a34752,Jack Delano,"Santa Fe R.R. freight train rounding a curve between Ash Fork and Gleed, Arizona",1943,3,Arizona,Gleed,Yavapai County,-112.6402489,35.2897727
media/fsac/1a34702v.jpg,LC-DIG-fsac-1a34702,Jack Delano,"Santa Fe RR freight train about to leave for the West Coast from Corwith yard, Chicago, Ill., Santa Fe R.R. trip",1943,3,Illinois,Chicago,Cook County,-87.6500523,41.850033
