label,filepath,bbox_x0,bbox_y0,bbox_x1,bbox_y1,index
Bobolink,media/birds_1000/00335.png,123.0,85.0,471.0,327.0,test
Prothonotary_Warbler,media/birds_1000/00336.png,184.0,92.0,435.0,255.0,train
Chipping_Sparrow,media/birds_1000/00337.png,0.0,1.0,409.0,321.0,train
Prothonotary_Warbler,media/birds_1000/00338.png,132.0,41.0,348.0,330.0,test
Red_eyed_Vireo,media/birds_1000/00339.png,15.0,67.0,286.0,289.0,train
Black_capped_Vireo,media/birds_1000/00340.png,36.0,74.0,326.0,256.0,test
Blue_winged_Warbler,media/birds_1000/00341.png,122.0,79.0,260.0,205.0,train
Elegant_Tern,media/birds_1000/00342.png,56.0,36.0,321.0,247.0,test
Black_capped_Vireo,media/birds_1000/00343.png,60.0,43.0,281.0,331.0,train
Mangrove_Cuckoo,media/birds_1000/00344.png,59.0,39.0,183.0,258.0,test
Frigatebird,media/birds_1000/00345.png,87.0,76.0,363.0,373.0,train
Olive_sided_Flycatcher,media/birds_1000/00346.png,33.0,97.0,256.0,448.0,test
Forsters_Tern,media/birds_1000/00347.png,108.0,0.0,499.0,294.0,train
Painted_Bunting,media/birds_1000/00348.png,137.0,67.0,312.0,341.0,train
Sage_Thrasher,media/birds_1000/00349.png,70.0,109.0,296.0,356.0,train
Common_Raven,media/birds_1000/00350.png,45.0,51.0,402.0,398.0,train
Least_Flycatcher,media/birds_1000/00351.png,172.0,86.0,333.0,294.0,train
Grasshopper_Sparrow,media/birds_1000/00352.png,213.0,102.0,409.0,298.0,train
Brown_Thrasher,media/birds_1000/00353.png,217.0,135.0,364.0,247.0,train
American_Crow,media/birds_1000/00354.png,55.0,57.0,394.0,323.0,train
Black_and_white_Warbler,media/birds_1000/00355.png,188.0,102.0,419.0,302.0,train
Yellow_Warbler,media/birds_1000/00356.png,183.0,113.0,376.0,280.0,train
Red_headed_Woodpecker,media/birds_1000/00357.png,91.0,96.0,239.0,335.0,test
Sage_Thrasher,media/birds_1000/00358.png,165.0,80.0,469.0,364.0,test
Field_Sparrow,media/birds_1000/00359.png,61.0,26.0,463.0,355.0,test
Gray_crowned_Rosy_Finch,media/birds_1000/00360.png,104.0,74.0,476.0,292.0,train
Brown_Pelican,media/birds_1000/00361.png,172.0,13.0,433.0,317.0,train
Loggerhead_Shrike,media/birds_1000/00362.png,149.0,108.0,273.0,269.0,train
Indigo_Bunting,media/birds_1000/00363.png,54.0,118.0,281.0,409.0,test
White_throated_Sparrow,media/birds_1000/00364.png,143.0,83.0,488.0,322.0,train
Tennessee_Warbler,media/birds_1000/00365.png,179.0,84.0,355.0,240.0,train
Parakeet_Auklet,media/birds_1000/00366.png,60.0,49.0,236.0,191.0,train
Blue_Jay,media/birds_1000/00367.png,69.0,68.0,298.0,309.0,train
White_necked_Raven,media/birds_1000/00368.png,94.0,53.0,419.0,325.0,train
Heermann_Gull,media/birds_1000/00369.png,9.0,106.0,473.0,391.0,train
Chipping_Sparrow,media/birds_1000/00370.png,168.0,69.0,444.0,352.0,test
Common_Yellowthroat,media/birds_1000/00371.png,22.0,190.0,227.0,438.0,test
Red_legged_Kittiwake,media/birds_1000/00372.png,69.0,90.0,315.0,341.0,test
Grasshopper_Sparrow,media/birds_1000/00373.png,119.0,74.0,404.0,238.0,train
Dark_eyed_Junco,media/birds_1000/00374.png,167.0,88.0,338.0,387.0,train
Gray_crowned_Rosy_Finch,media/birds_1000/00375.png,35.0,67.0,352.0,352.0,test
Ringed_Kingfisher,media/birds_1000/00376.png,87.0,104.0,302.0,287.0,test
Geococcyx,media/birds_1000/00377.png,78.0,78.0,377.0,224.0,train
White_throated_Sparrow,media/birds_1000/00378.png,160.0,103.0,375.0,238.0,test
Prairie_Warbler,media/birds_1000/00379.png,151.0,69.0,332.0,263.0,train
Painted_Bunting,media/birds_1000/00380.png,168.0,156.0,270.0,279.0,train
Black_throated_Sparrow,media/birds_1000/00381.png,285.0,115.0,391.0,218.0,test
Bohemian_Waxwing,media/birds_1000/00382.png,65.0,34.0,452.0,292.0,train
Pied_Kingfisher,media/birds_1000/00383.png,82.0,35.0,248.0,291.0,train
California_Gull,media/birds_1000/00384.png,30.0,26.0,437.0,303.0,train
Scott_Oriole,media/birds_1000/00385.png,51.0,133.0,266.0,439.0,train
Pied_billed_Grebe,media/birds_1000/00386.png,57.0,49.0,268.0,203.0,train
Horned_Lark,media/birds_1000/00387.png,47.0,138.0,440.0,375.0,train
Cape_Glossy_Starling,media/birds_1000/00388.png,155.0,74.0,374.0,262.0,train
Yellow_Warbler,media/birds_1000/00389.png,194.0,134.0,345.0,248.0,test
Pied_billed_Grebe,media/birds_1000/00390.png,92.0,40.0,344.0,191.0,test
Cerulean_Warbler,media/birds_1000/00391.png,89.0,81.0,332.0,187.0,train
Orchard_Oriole,media/birds_1000/00392.png,224.0,128.0,401.0,290.0,train
European_Goldfinch,media/birds_1000/00393.png,207.0,54.0,452.0,246.0,train
House_Wren,media/birds_1000/00394.png,125.0,82.0,473.0,300.0,train
White_breasted_Kingfisher,media/birds_1000/00395.png,178.0,139.0,285.0,282.0,train
Swainson_Warbler,media/birds_1000/00396.png,81.0,75.0,341.0,265.0,train
Downy_Woodpecker,media/birds_1000/00397.png,137.0,61.0,267.0,336.0,train
Great_Crested_Flycatcher,media/birds_1000/00398.png,51.0,129.0,276.0,379.0,train
Rhinoceros_Auklet,media/birds_1000/00399.png,33.0,168.0,280.0,270.0,train
California_Gull,media/birds_1000/00400.png,131.0,163.0,312.0,274.0,train
Ruby_throated_Hummingbird,media/birds_1000/00401.png,73.0,102.0,438.0,393.0,train
Swainson_Warbler,media/birds_1000/00402.png,217.0,114.0,379.0,228.0,train
Yellow_throated_Vireo,media/birds_1000/00403.png,164.0,90.0,397.0,252.0,train
Yellow_breasted_Chat,media/birds_1000/00404.png,132.0,46.0,303.0,243.0,test
Black_Tern,media/birds_1000/00405.png,20.0,69.0,468.0,364.0,train
American_Redstart,media/birds_1000/00406.png,24.0,49.0,457.0,307.0,train
Nighthawk,media/birds_1000/00407.png,76.0,116.0,276.0,233.0,train
Clark_Nutcracker,media/birds_1000/00408.png,25.0,22.0,409.0,328.0,test
Pomarine_Jaeger,media/birds_1000/00409.png,61.0,34.0,246.0,311.0,train
Gray_Catbird,media/birds_1000/00410.png,88.0,64.0,283.0,473.0,train
Fox_Sparrow,media/birds_1000/00411.png,79.0,143.0,254.0,487.0,train
Common_Yellowthroat,media/birds_1000/00412.png,272.0,72.0,427.0,460.0,train
Green_Jay,media/birds_1000/00413.png,92.0,142.0,269.0,459.0,train
Rose_breasted_Grosbeak,media/birds_1000/00414.png,70.0,112.0,327.0,368.0,train
Black_capped_Vireo,media/birds_1000/00415.png,42.0,42.0,252.0,237.0,train
House_Sparrow,media/birds_1000/00416.png,16.0,88.0,288.0,364.0,train
Summer_Tanager,media/birds_1000/00417.png,178.0,110.0,368.0,318.0,train
European_Goldfinch,media/birds_1000/00418.png,18.0,204.0,331.0,454.0,train
Black_throated_Sparrow,media/birds_1000/00419.png,136.0,129.0,284.0,477.0,train
Kentucky_Warbler,media/birds_1000/00420.png,2.0,144.0,308.0,463.0,train
White_crowned_Sparrow,media/birds_1000/00421.png,21.0,41.0,363.0,270.0,train
Ruby_throated_Hummingbird,media/birds_1000/00422.png,56.0,67.0,408.0,267.0,train
House_Sparrow,media/birds_1000/00423.png,296.0,81.0,444.0,300.0,train
Elegant_Tern,media/birds_1000/00424.png,67.0,26.0,438.0,254.0,train
Yellow_throated_Vireo,media/birds_1000/00425.png,134.0,119.0,373.0,374.0,train
Black_throated_Sparrow,media/birds_1000/00426.png,94.0,79.0,453.0,279.0,train
Bronzed_Cowbird,media/birds_1000/00427.png,126.0,68.0,277.0,473.0,test
Pacific_Loon,media/birds_1000/00428.png,215.0,86.0,364.0,188.0,train
Artic_Tern,media/birds_1000/00429.png,51.0,96.0,440.0,376.0,train
Red_bellied_Woodpecker,media/birds_1000/00430.png,128.0,83.0,396.0,431.0,train
Chestnut_sided_Warbler,media/birds_1000/00431.png,236.0,95.0,474.0,234.0,test
Dark_eyed_Junco,media/birds_1000/00432.png,219.0,85.0,410.0,305.0,train
Sayornis,media/birds_1000/00433.png,192.0,58.0,461.0,412.0,test
Bay_breasted_Warbler,media/birds_1000/00434.png,159.0,36.0,390.0,365.0,train
Philadelphia_Vireo,media/birds_1000/00435.png,47.0,78.0,343.0,254.0,train
Glaucous_winged_Gull,media/birds_1000/00436.png,76.0,18.0,435.0,319.0,train
Summer_Tanager,media/birds_1000/00437.png,47.0,88.0,318.0,425.0,test
Pacific_Loon,media/birds_1000/00438.png,122.0,132.0,366.0,239.0,train
Brewer_Blackbird,media/birds_1000/00439.png,50.0,42.0,272.0,361.0,test
Brewer_Sparrow,media/birds_1000/00440.png,137.0,282.0,259.0,453.0,train
Northern_Waterthrush,media/birds_1000/00441.png,191.0,113.0,355.0,282.0,train
Nelson_Sharp_tailed_Sparrow,media/birds_1000/00442.png,193.0,96.0,364.0,372.0,train
Long_tailed_Jaeger,media/birds_1000/00443.png,48.0,113.0,334.0,247.0,train
Henslow_Sparrow,media/birds_1000/00444.png,148.0,127.0,368.0,292.0,train
Baltimore_Oriole,media/birds_1000/00445.png,131.0,90.0,276.0,453.0,train
Northern_Flicker,media/birds_1000/00446.png,123.0,75.0,359.0,256.0,test
White_eyed_Vireo,media/birds_1000/00447.png,58.0,143.0,259.0,363.0,train
American_Pipit,media/birds_1000/00448.png,79.0,102.0,315.0,313.0,train
Barn_Swallow,media/birds_1000/00449.png,14.0,11.0,372.0,486.0,test
Yellow_headed_Blackbird,media/birds_1000/00450.png,140.0,83.0,304.0,288.0,train
Seaside_Sparrow,media/birds_1000/00451.png,39.0,111.0,220.0,430.0,train
Common_Raven,media/birds_1000/00452.png,166.0,133.0,439.0,301.0,train
Mangrove_Cuckoo,media/birds_1000/00453.png,34.0,10.0,183.0,205.0,train
Brandt_Cormorant,media/birds_1000/00454.png,126.0,31.0,496.0,355.0,train
Laysan_Albatross,media/birds_1000/00455.png,31.0,52.0,408.0,224.0,test
Red_breasted_Merganser,media/birds_1000/00456.png,97.0,71.0,462.0,236.0,train
Brown_Creeper,media/birds_1000/00457.png,164.0,93.0,357.0,214.0,test
Warbling_Vireo,media/birds_1000/00458.png,56.0,57.0,239.0,201.0,train
Sooty_Albatross,media/birds_1000/00459.png,196.0,96.0,418.0,243.0,train
Groove_billed_Ani,media/birds_1000/00460.png,187.0,60.0,321.0,315.0,train
Lazuli_Bunting,media/birds_1000/00461.png,69.0,191.0,205.0,441.0,train
Indigo_Bunting,media/birds_1000/00462.png,88.0,72.0,434.0,328.0,train
Long_tailed_Jaeger,media/birds_1000/00463.png,83.0,100.0,365.0,256.0,test
Hooded_Merganser,media/birds_1000/00464.png,103.0,61.0,487.0,223.0,train
Artic_Tern,media/birds_1000/00465.png,24.0,20.0,486.0,394.0,train
Painted_Bunting,media/birds_1000/00466.png,114.0,25.0,306.0,276.0,train
White_breasted_Nuthatch,media/birds_1000/00467.png,54.0,87.0,256.0,409.0,test
Hooded_Warbler,media/birds_1000/00468.png,160.0,140.0,344.0,258.0,test
Brandt_Cormorant,media/birds_1000/00469.png,0.0,20.0,356.0,399.0,test
Bay_breasted_Warbler,media/birds_1000/00470.png,23.0,32.0,387.0,359.0,test
Wilson_Warbler,media/birds_1000/00471.png,46.0,88.0,383.0,333.0,test
Great_Grey_Shrike,media/birds_1000/00472.png,125.0,44.0,424.0,227.0,train
Hooded_Oriole,media/birds_1000/00473.png,110.0,76.0,277.0,282.0,train
Mallard,media/birds_1000/00474.png,56.0,67.0,402.0,376.0,test
Anna_Hummingbird,media/birds_1000/00475.png,211.0,111.0,474.0,363.0,train
Cape_Glossy_Starling,media/birds_1000/00476.png,34.0,139.0,201.0,425.0,train
Cerulean_Warbler,media/birds_1000/00477.png,140.0,68.0,338.0,284.0,train
Winter_Wren,media/birds_1000/00478.png,54.0,42.0,338.0,328.0,test
Least_Auklet,media/birds_1000/00479.png,80.0,82.0,231.0,244.0,train
Groove_billed_Ani,media/birds_1000/00480.png,55.0,46.0,176.0,165.0,train
Forsters_Tern,media/birds_1000/00481.png,81.0,36.0,485.0,282.0,train
Green_Violetear,media/birds_1000/00482.png,152.0,56.0,280.0,238.0,train
Black_Tern,media/birds_1000/00483.png,155.0,34.0,382.0,230.0,train
Cardinal,media/birds_1000/00484.png,293.0,75.0,434.0,330.0,train
Gray_Catbird,media/birds_1000/00485.png,86.0,89.0,281.0,430.0,test
Herring_Gull,media/birds_1000/00486.png,73.0,28.0,469.0,335.0,train
Northern_Flicker,media/birds_1000/00487.png,50.0,191.0,276.0,362.0,train
Brewer_Sparrow,media/birds_1000/00488.png,48.0,74.0,294.0,466.0,train
White_eyed_Vireo,media/birds_1000/00489.png,96.0,128.0,276.0,393.0,test
Red_cockaded_Woodpecker,media/birds_1000/00490.png,131.0,95.0,308.0,369.0,test
Orange_crowned_Warbler,media/birds_1000/00491.png,79.0,116.0,408.0,290.0,train
Bobolink,media/birds_1000/00492.png,48.0,73.0,230.0,235.0,train
Red_bellied_Woodpecker,media/birds_1000/00493.png,27.0,60.0,466.0,334.0,test
Crested_Auklet,media/birds_1000/00494.png,101.0,64.0,266.0,468.0,train
Belted_Kingfisher,media/birds_1000/00495.png,120.0,127.0,307.0,240.0,train
Whip_poor_Will,media/birds_1000/00496.png,175.0,94.0,409.0,219.0,train
Bobolink,media/birds_1000/00497.png,53.0,130.0,177.0,396.0,train
White_breasted_Kingfisher,media/birds_1000/00498.png,108.0,104.0,306.0,419.0,train
Ivory_Gull,media/birds_1000/00499.png,110.0,70.0,412.0,271.0,train
Common_Tern,media/birds_1000/00500.png,15.0,44.0,479.0,287.0,train
Blue_Jay,media/birds_1000/00501.png,55.0,89.0,396.0,282.0,train
Mourning_Warbler,media/birds_1000/00502.png,148.0,116.0,306.0,219.0,train
Blue_Grosbeak,media/birds_1000/00503.png,141.0,62.0,315.0,396.0,train
Black_footed_Albatross,media/birds_1000/00504.png,111.0,42.0,244.0,261.0,train
Mockingbird,media/birds_1000/00505.png,281.0,52.0,491.0,215.0,train
Florida_Jay,media/birds_1000/00506.png,169.0,37.0,451.0,405.0,train
Black_and_white_Warbler,media/birds_1000/00507.png,22.0,46.0,290.0,280.0,train
Scarlet_Tanager,media/birds_1000/00508.png,179.0,73.0,386.0,305.0,test
Tree_Swallow,media/birds_1000/00509.png,166.0,91.0,421.0,309.0,train
Shiny_Cowbird,media/birds_1000/00510.png,145.0,86.0,389.0,258.0,train
Blue_headed_Vireo,media/birds_1000/00511.png,74.0,121.0,488.0,318.0,train
Gray_Catbird,media/birds_1000/00512.png,66.0,64.0,434.0,300.0,train
Horned_Puffin,media/birds_1000/00513.png,165.0,100.0,361.0,242.0,train
Northern_Flicker,media/birds_1000/00514.png,56.0,78.0,233.0,473.0,train
Ivory_Gull,media/birds_1000/00515.png,18.0,27.0,460.0,386.0,train
Northern_Fulmar,media/birds_1000/00516.png,115.0,34.0,501.0,283.0,train
Tree_Sparrow,media/birds_1000/00517.png,71.0,100.0,388.0,248.0,train
Glaucous_winged_Gull,media/birds_1000/00518.png,1.0,62.0,379.0,309.0,train
Blue_winged_Warbler,media/birds_1000/00519.png,160.0,150.0,470.0,368.0,train
Green_Violetear,media/birds_1000/00520.png,25.0,37.0,293.0,394.0,test
Ring_billed_Gull,media/birds_1000/00521.png,170.0,34.0,337.0,342.0,test
House_Wren,media/birds_1000/00522.png,178.0,125.0,328.0,300.0,train
Red_cockaded_Woodpecker,media/birds_1000/00523.png,24.0,25.0,170.0,148.0,train
Heermann_Gull,media/birds_1000/00524.png,65.0,44.0,501.0,378.0,test
Ovenbird,media/birds_1000/00525.png,105.0,84.0,437.0,278.0,train
Least_Auklet,media/birds_1000/00526.png,85.0,87.0,232.0,319.0,test
Rock_Wren,media/birds_1000/00527.png,159.0,108.0,297.0,292.0,train
White_breasted_Kingfisher,media/birds_1000/00528.png,91.0,28.0,396.0,332.0,train
Vermilion_Flycatcher,media/birds_1000/00529.png,161.0,81.0,351.0,241.0,train
Barn_Swallow,media/birds_1000/00530.png,143.0,137.0,322.0,292.0,train
Belted_Kingfisher,media/birds_1000/00531.png,274.0,96.0,413.0,215.0,train
Fox_Sparrow,media/birds_1000/00532.png,77.0,30.0,360.0,286.0,test
Baltimore_Oriole,media/birds_1000/00533.png,136.0,74.0,345.0,286.0,train
Pied_Kingfisher,media/birds_1000/00534.png,113.0,76.0,358.0,337.0,test
Nashville_Warbler,media/birds_1000/00535.png,69.0,152.0,230.0,400.0,train
Gray_crowned_Rosy_Finch,media/birds_1000/00536.png,43.0,50.0,349.0,308.0,train
Laysan_Albatross,media/birds_1000/00537.png,128.0,109.0,349.0,307.0,train
White_breasted_Kingfisher,media/birds_1000/00538.png,75.0,87.0,378.0,376.0,test
Chipping_Sparrow,media/birds_1000/00539.png,135.0,104.0,318.0,253.0,train
Red_winged_Blackbird,media/birds_1000/00540.png,4.0,67.0,461.0,327.0,train
Northern_Fulmar,media/birds_1000/00541.png,33.0,34.0,491.0,310.0,test
Glaucous_winged_Gull,media/birds_1000/00542.png,96.0,41.0,453.0,375.0,train
Lincoln_Sparrow,media/birds_1000/00543.png,68.0,81.0,293.0,259.0,train
Green_tailed_Towhee,media/birds_1000/00544.png,218.0,116.0,413.0,495.0,train
Clark_Nutcracker,media/birds_1000/00545.png,86.0,83.0,334.0,331.0,train
Horned_Grebe,media/birds_1000/00546.png,136.0,109.0,394.0,236.0,test
Painted_Bunting,media/birds_1000/00547.png,89.0,96.0,375.0,279.0,test
Cape_Glossy_Starling,media/birds_1000/00548.png,169.0,116.0,299.0,249.0,test
Wilson_Warbler,media/birds_1000/00549.png,143.0,68.0,401.0,248.0,test
Rose_breasted_Grosbeak,media/birds_1000/00550.png,244.0,100.0,372.0,257.0,train
Swainson_Warbler,media/birds_1000/00551.png,167.0,126.0,292.0,254.0,train
Pomarine_Jaeger,media/birds_1000/00552.png,146.0,11.0,464.0,285.0,test
Summer_Tanager,media/birds_1000/00553.png,77.0,10.0,488.0,372.0,train
Rufous_Hummingbird,media/birds_1000/00554.png,32.0,136.0,468.0,386.0,test
Harris_Sparrow,media/birds_1000/00555.png,77.0,72.0,499.0,327.0,train
Rock_Wren,media/birds_1000/00556.png,154.0,75.0,352.0,202.0,test
Horned_Puffin,media/birds_1000/00557.png,152.0,27.0,370.0,293.0,train
Northern_Waterthrush,media/birds_1000/00558.png,175.0,88.0,300.0,229.0,test
Boat_tailed_Grackle,media/birds_1000/00559.png,162.0,27.0,485.0,318.0,train
Eared_Grebe,media/birds_1000/00560.png,140.0,60.0,381.0,241.0,train
Harris_Sparrow,media/birds_1000/00561.png,72.0,92.0,468.0,271.0,test
Tropical_Kingbird,media/birds_1000/00562.png,176.0,127.0,328.0,273.0,test
Yellow_headed_Blackbird,media/birds_1000/00563.png,129.0,140.0,333.0,328.0,train
Eastern_Towhee,media/birds_1000/00564.png,65.0,87.0,391.0,275.0,train
Orange_crowned_Warbler,media/birds_1000/00565.png,63.0,85.0,421.0,288.0,train
Black_billed_Cuckoo,media/birds_1000/00566.png,81.0,139.0,284.0,480.0,train
Bronzed_Cowbird,media/birds_1000/00567.png,213.0,70.0,439.0,265.0,train
Red_winged_Blackbird,media/birds_1000/00568.png,204.0,101.0,384.0,223.0,test
Green_tailed_Towhee,media/birds_1000/00569.png,12.0,143.0,187.0,320.0,train
Western_Gull,media/birds_1000/00570.png,62.0,48.0,334.0,311.0,test
Philadelphia_Vireo,media/birds_1000/00571.png,74.0,179.0,324.0,342.0,train
Pacific_Loon,media/birds_1000/00572.png,60.0,87.0,461.0,227.0,test
Scarlet_Tanager,media/birds_1000/00573.png,138.0,185.0,238.0,371.0,train
Scott_Oriole,media/birds_1000/00574.png,116.0,100.0,457.0,358.0,train
Cerulean_Warbler,media/birds_1000/00575.png,148.0,127.0,293.0,252.0,test
Northern_Flicker,media/birds_1000/00576.png,5.0,20.0,492.0,328.0,test
Myrtle_Warbler,media/birds_1000/00577.png,18.0,38.0,480.0,317.0,test
Winter_Wren,media/birds_1000/00578.png,76.0,108.0,275.0,306.0,train
Cerulean_Warbler,media/birds_1000/00579.png,41.0,59.0,469.0,281.0,train
Loggerhead_Shrike,media/birds_1000/00580.png,122.0,98.0,330.0,276.0,test
Cliff_Swallow,media/birds_1000/00581.png,69.0,138.0,296.0,342.0,test
Lazuli_Bunting,media/birds_1000/00582.png,157.0,239.0,297.0,386.0,test
Laysan_Albatross,media/birds_1000/00583.png,127.0,55.0,379.0,237.0,train
Northern_Waterthrush,media/birds_1000/00584.png,7.0,234.0,349.0,456.0,train
Least_Flycatcher,media/birds_1000/00585.png,161.0,197.0,311.0,351.0,train
Florida_Jay,media/birds_1000/00586.png,58.0,9.0,380.0,442.0,train
Eastern_Towhee,media/birds_1000/00587.png,89.0,38.0,398.0,468.0,train
Pacific_Loon,media/birds_1000/00588.png,195.0,116.0,410.0,227.0,train
Bohemian_Waxwing,media/birds_1000/00589.png,91.0,23.0,333.0,358.0,train
Anna_Hummingbird,media/birds_1000/00590.png,112.0,20.0,407.0,446.0,train
Rufous_Hummingbird,media/birds_1000/00591.png,89.0,55.0,475.0,431.0,train
Black_throated_Blue_Warbler,media/birds_1000/00592.png,88.0,120.0,454.0,319.0,train
Chestnut_sided_Warbler,media/birds_1000/00593.png,142.0,69.0,279.0,255.0,train
Cardinal,media/birds_1000/00594.png,33.0,50.0,204.0,255.0,test
Black_footed_Albatross,media/birds_1000/00595.png,90.0,29.0,314.0,240.0,train
White_breasted_Nuthatch,media/birds_1000/00596.png,209.0,51.0,327.0,299.0,train
Slaty_backed_Gull,media/birds_1000/00597.png,66.0,20.0,351.0,362.0,train
Black_footed_Albatross,media/birds_1000/00598.png,49.0,69.0,302.0,280.0,train
Northern_Waterthrush,media/birds_1000/00599.png,142.0,152.0,493.0,355.0,train
American_Goldfinch,media/birds_1000/00600.png,156.0,103.0,439.0,216.0,test
Pelagic_Cormorant,media/birds_1000/00601.png,194.0,98.0,331.0,349.0,train
Red_cockaded_Woodpecker,media/birds_1000/00602.png,18.0,41.0,130.0,256.0,train
Bewick_Wren,media/birds_1000/00603.png,91.0,58.0,431.0,310.0,train
Tropical_Kingbird,media/birds_1000/00604.png,73.0,52.0,437.0,440.0,train
Brown_Thrasher,media/birds_1000/00605.png,55.0,97.0,278.0,385.0,test
Canada_Warbler,media/birds_1000/00606.png,193.0,137.0,435.0,271.0,test
Parakeet_Auklet,media/birds_1000/00607.png,123.0,32.0,487.0,308.0,train
Least_Auklet,media/birds_1000/00608.png,120.0,37.0,325.0,299.0,train
Tree_Swallow,media/birds_1000/00609.png,16.0,121.0,224.0,396.0,train
Mallard,media/birds_1000/00610.png,34.0,36.0,385.0,455.0,train
Red_cockaded_Woodpecker,media/birds_1000/00611.png,154.0,94.0,269.0,345.0,train
Glaucous_winged_Gull,media/birds_1000/00612.png,64.0,105.0,307.0,309.0,train
Yellow_bellied_Flycatcher,media/birds_1000/00613.png,294.0,206.0,420.0,406.0,train
Song_Sparrow,media/birds_1000/00614.png,36.0,53.0,463.0,367.0,train
Western_Gull,media/birds_1000/00615.png,138.0,108.0,310.0,301.0,train
Rusty_Blackbird,media/birds_1000/00616.png,50.0,65.0,229.0,250.0,train
Blue_Jay,media/birds_1000/00617.png,91.0,44.0,387.0,324.0,train
Least_Flycatcher,media/birds_1000/00618.png,198.0,35.0,318.0,284.0,train
Crested_Auklet,media/birds_1000/00619.png,52.0,51.0,330.0,499.0,train
Golden_winged_Warbler,media/birds_1000/00620.png,89.0,158.0,328.0,270.0,train
Caspian_Tern,media/birds_1000/00621.png,31.0,72.0,447.0,291.0,train
Pelagic_Cormorant,media/birds_1000/00622.png,61.0,51.0,290.0,394.0,test
Mourning_Warbler,media/birds_1000/00623.png,116.0,29.0,469.0,330.0,test
Red_headed_Woodpecker,media/birds_1000/00624.png,138.0,51.0,414.0,434.0,train
Brewer_Sparrow,media/birds_1000/00625.png,154.0,142.0,370.0,455.0,train
White_crowned_Sparrow,media/birds_1000/00626.png,117.0,185.0,372.0,368.0,test
Song_Sparrow,media/birds_1000/00627.png,102.0,41.0,338.0,351.0,train
Western_Wood_Pewee,media/birds_1000/00628.png,51.0,47.0,348.0,345.0,train
Anna_Hummingbird,media/birds_1000/00629.png,179.0,28.0,482.0,285.0,test
Black_billed_Cuckoo,media/birds_1000/00630.png,139.0,90.0,364.0,358.0,train
Cardinal,media/birds_1000/00631.png,87.0,68.0,471.0,345.0,train
Marsh_Wren,media/birds_1000/00632.png,246.0,106.0,466.0,368.0,train
Pied_billed_Grebe,media/birds_1000/00633.png,121.0,50.0,337.0,179.0,train
Gray_crowned_Rosy_Finch,media/birds_1000/00634.png,214.0,78.0,448.0,263.0,train
Bank_Swallow,media/birds_1000/00635.png,25.0,110.0,296.0,433.0,test
Myrtle_Warbler,media/birds_1000/00636.png,55.0,71.0,395.0,320.0,train
Hooded_Merganser,media/birds_1000/00637.png,115.0,122.0,320.0,223.0,test
Kentucky_Warbler,media/birds_1000/00638.png,167.0,79.0,386.0,234.0,train
Field_Sparrow,media/birds_1000/00639.png,133.0,88.0,323.0,255.0,train
Orange_crowned_Warbler,media/birds_1000/00640.png,92.0,102.0,356.0,237.0,train
Prothonotary_Warbler,media/birds_1000/00641.png,164.0,92.0,467.0,277.0,train
Dark_eyed_Junco,media/birds_1000/00642.png,135.0,230.0,327.0,371.0,train
Rose_breasted_Grosbeak,media/birds_1000/00643.png,16.0,34.0,430.0,348.0,test
Gadwall,media/birds_1000/00644.png,73.0,97.0,414.0,243.0,train
Hooded_Oriole,media/birds_1000/00645.png,93.0,116.0,302.0,433.0,train
Yellow_bellied_Flycatcher,media/birds_1000/00646.png,231.0,49.0,363.0,299.0,train
Tennessee_Warbler,media/birds_1000/00647.png,50.0,54.0,220.0,177.0,train
Myrtle_Warbler,media/birds_1000/00648.png,176.0,81.0,491.0,296.0,train
Crested_Auklet,media/birds_1000/00649.png,236.0,125.0,383.0,238.0,train
Florida_Jay,media/birds_1000/00650.png,12.0,37.0,361.0,319.0,train
Ovenbird,media/birds_1000/00651.png,84.0,87.0,366.0,255.0,train
Rufous_Hummingbird,media/birds_1000/00652.png,165.0,131.0,381.0,232.0,train
Brandt_Cormorant,media/birds_1000/00653.png,86.0,86.0,351.0,301.0,train
Green_tailed_Towhee,media/birds_1000/00654.png,30.0,32.0,338.0,488.0,train
Lincoln_Sparrow,media/birds_1000/00655.png,99.0,201.0,220.0,343.0,train
Laysan_Albatross,media/birds_1000/00656.png,18.0,60.0,477.0,299.0,train
American_Three_toed_Woodpecker,media/birds_1000/00657.png,67.0,136.0,306.0,447.0,test
Northern_Fulmar,media/birds_1000/00658.png,102.0,53.0,330.0,312.0,test
Cedar_Waxwing,media/birds_1000/00659.png,116.0,176.0,250.0,308.0,train
White_eyed_Vireo,media/birds_1000/00660.png,118.0,81.0,428.0,278.0,train
Sayornis,media/birds_1000/00661.png,173.0,72.0,436.0,323.0,train
Ringed_Kingfisher,media/birds_1000/00662.png,39.0,62.0,483.0,284.0,train
Pileated_Woodpecker,media/birds_1000/00663.png,58.0,79.0,498.0,294.0,test
American_Three_toed_Woodpecker,media/birds_1000/00664.png,35.0,25.0,259.0,364.0,train
Mockingbird,media/birds_1000/00665.png,212.0,147.0,351.0,281.0,train
Blue_Grosbeak,media/birds_1000/00666.png,134.0,120.0,468.0,359.0,test
Vesper_Sparrow,media/birds_1000/00667.png,88.0,75.0,235.0,302.0,test
Loggerhead_Shrike,media/birds_1000/00668.png,191.0,138.0,371.0,250.0,train
Western_Grebe,media/birds_1000/00669.png,57.0,119.0,385.0,265.0,train
